Barcode	Author	Title	Description	Keywords	Publisher	Date	Status	TimesLent	ISBN	Value	BindingPages
104402	Russell, Bertrand	Bertrand Russell's Best		Philosophy / Politics	George Allen & Unwin Ltd.	1959	Lending				H/113
103553	Russell, Bertrand	Bertrand Russell's Best		Philosophy / Politics	George Allen & Unwin Ltd.	1959	Reference				H/113
103536	Russell, Bertrand	Bertrand Russell Philosopher of the Future		Philosophy	George Allen & Unwin	1967	Lending				
104399	Russell, Bertrand	Bertrand Russell Philosopher of the Century	Essays : Editor A J Ayers	Philosophy	George Allen & Unwin	1967	Reference				
104399	Russell, Bertrand	Collected Papers of Bertrand Russell,The (Vol. 1)		Philosophy	George Allen & Unwin	1983	Reference				H/554
103537	Russell, Bertrand	Collected Papers of Bertrand Russell,The (Vol. 12)		Philosophy	George Allen & Unwin	1983	Reference				H/612
103538	Russell, Bertrand	Collected Papers of Bertrand Russell,The (Vol. 7)		Philosophy	George Allen & Unwin	1984	Reference				H/258
100693	Russell, Bertrand	Common Sense & Nuclear Warfare		Politics	George Allen & Unwin	1959	Lending				
104386	Russell, Bertrand	Conquest of Happiness, The		Psychology	George Allen & Unwin	1930	Lending				H/252
102529	Russell, Bertrand	Conquest of Happiness, The		Philosophy	Unwin Books	1975	Reference				H/191
103539	Russell, Bertrand	Dear Bertrand Russell		Russell, Bertrand / Letters	Houghton Miflin	1969	Reference				H/170
102545	Russell, Bertrand	Education and the Social Order		Education	Unwin Books	1932	Lending				H/254
103540	Russell, Bertrand	Education and the Social Order		Education	Unwin Books	1967	Lending				P/150
103541	Russell, Bertrand	Education and the Social Order		Education	Unwin Books	1932	Reference				
104387	Russell, Bertrand	Education On		Education	Unwin Books	1926	Reference				
104400	Russell, Bertrand	Free Man's Worship, A		Philosophy - Religious	Unwin Paperback	1976	Reference				P/223
102403	Russell, Bertrand	Free Man's Worship, A		Philosophy - Religious	Unwin Paperback	1976	Reference				P/223
103552	Russell, Bertrand	Free Thought and Official Propaganda		Politics	Watts & Co.	1922	Reference				H/48
103542	Russell, Bertrand	Freedom Versus Organisation 1776-1914		History	Unwin Books	1965	Lending				P/247
103543	Russell, Bertrand	Freedom Versus Organisation 1776-1914		History	Unwin Books	1965	Reference				P/247
103547	Russell, Bertrand	Has Man A Future?		Sociology	George Allen & Unwin	1961	Lending	1			H/136
103546	Russell, Bertrand	Has Man A Future?		Sociology	George Allen & Unwin	1961	Reference				H/136
103548	Russell, Bertrand	History of Western Philosophy		Philosophy	George Allen & Unwin	1962	Lending	4			H/842
103549	Russell, Bertrand	History of Western Philosophy		Philosophy	George Allen & Unwin	1962	Reference				H/842
103550	Russell, Bertrand	Human Knowledge: Its Scope and Limits		Philosophy	George Allen & Unwin	1948	Reference				H/538
103551	Russell, Bertrand	Human Society in Ethics and Politics		Politics	George Allen & Unwin	1954	Reference				H/239
103555	Russell, Bertrand	Icarus: Or the Future of Science		Philosophy / Science	Kegan Paul, Trench, Trubner	1925	Reference				H/64
102399	Russell, Bertrand	Impact of Science on Society, The		Sociology / Science	Unwin Paperbacks	1976	Lending				P/127
103556	Russell, Bertrand	Impact of Science on Society, The		Sociology / Science	George Allen & Unwin	1952	Reference				H/140
103462	Russell, Bertrand	In Praise of Idleness		Philosophy	Unwin Paperback	1973	Lending		0-04-304002-0		P/144
102402	Russell, Bertrand	In Praise of Idleness		Philosophy	Unwin Paperback	1976	Reference				P/174
103557	Russell, Bertrand	Inquiry into Meaning and Truth, An		Philosophy	Penguin Books	1963	Reference				P/332
103558	Russell, Bertrand	Legitimacy Versus Industrialism 1814-1848		History	Unwin Books	1965	Lending	1			P/236
103559	Russell, Bertrand	Legitimacy Versus Industrialism 1814-1848		History	Unwin Books	1934	Reference				
104395	Russell, Bertrand	Let the People Think		Humanism	Rationalist Press Association	1961	Lending				P/116
103560	Russell, Bertrand	Let the People Think		Humanism	Watts & Co.	1941	Reference				H/116
103561	Russell, Bertrand	Marriage and Morals		Marriage	Unwin Books	1965	Lending				P/158
103562	Russell, Bertrand	Marriage and Morals		Marriage	Unwin Books	1976	Lending				P/203
103563	Russell, Bertrand	My Philosophical Development		Humanism	George Allen & Unwin London	1959	Lending	1			H/279
102400	Russell, Bertrand	My Philosophical Development		Philosophy	Unwin Books, London	1975	Reference				P/207
103564	Russell, Bertrand	New Hopes for a Changing World		Politics	George Allen & Unwin	1951	Lending				H/218
102404	Russell, Bertrand	On Education		Education	Unwin Books	1946	Lending	3			H/254
103565	Russell, Bertrand	On Education		Education	Unwin Books	1964	Lending	3			P/171
103566	Russell, Bertrand	Our Knowledge of the External World		Philosophy	George Allen & Unwin	1961	Lending				H/251
103567	Russell, Bertrand	Outline of Philosophy		Philosophy	Unwin Paperbacks	1986	Lending		0-04-192035-X	$8.80	P/247
103568	Russell, Bertrand	Passionate Skeptic The		Philosophy		1937	Reference				
104391	Russell, Bertrand	Philosophical Essays		Philosophy	George Allen & Unwin	1950	Lending	1			H/159
103569	Russell, Bertrand	Political Ideals		Philosophy	Unwin Books	1963	Lending	1			P/93
103570	Russell, Bertrand	Portraits from Memory and Other Essays		Humanism	George Allen & Unwin	1956	Lending				H/227
103571	Russell, Bertrand	Portraits from Memory and Other Essays		Humanism	George Allen & Unwin	1956	Reference				H/227
103572	Russell, Bertrand	Power: A New Social Analysis		Humanism	George Allen & Unwin	1938	Lending				H/328
103573	Russell, Bertrand	Power: A New Social Analysis		Humanism	George Allen & Unwin	1938	Reference				H/328
102398	Russell, Bertrand	Practise & Theory of Bolshevism The		History / Politics		1920	Reference				
104394	Russell, Bertrand	Problems of Philosophy, The		Philosophy		1912	Lending				
104393	Russell, Bertrand	Practice and Theory of Bolshevism, The		Politics / Socialism	Unwin Books	1962	Lending				P/96
103576	Russell, Bertrand	Principles of Social Reconstruction		Politiccs	Unwin Paperbacks	1980	Lending		0-04-320137-6	$8.00	P/174
103574	Russell, Bertrand	Problems of Philosophy, The		Philosophy	Oxford University Press	1971	Lending	1	0-19-888018-9		P/94
103575	Russell, Bertrand	Problems of Philosophy, The		Philosophy	Oxford University Press	1964	Lending	1			H/167
103577	Russell, Bertrand	Quotable Bertrand Russell, The		Freethought	Prometheus Books	1993	Lending	1	0-87975-728-0		P/336
103578	Russell, Bertrand	Roads to Freedom		Philosophy	George Allen & Unwin	1961	Lending	1			P/158
103579	Russell, Bertrand	Roads to Freedom		Philosophy	George Allen & Unwin	1961	Reference				P/158
103580	Russell, Bertrand	Sceptical Essays		Humanism	Unwin Books London	1963	Lending	1			P/172
103581	Russell, Bertrand	Sceptical Essays		Humanism	Unwin Books London	1963	Reference				P/172
103582	Russell, Bertrand	Scientific Outlook, The		Science	George Allen & Unwin Ltd.	1962	Reference				H/285
103583	Russell, Bertrand	Selection of his Correspondence A		Correspondence		1969	Reference				
104389	Russell, Bertrand	Unpopular Essays		Philosophy	Simon and Schuster	1972	Lending				P/175
103584	Russell, Bertrand	Unpopular Essays		Philosophy	George Allen & Unwin Ltd.	1958	Reference				H/223
103585	Russell, Bertrand	War Crimes in Vietnam		Vietnam War	George Allen & Unwin	1967	Lending				P/178
103586	Russell, Bertrand	Which Way To Peace?		Philosophy	Michael Joseph Ltd.	1937	Reference				H/224
103587	Russell, Bertrand	Why I Am Not A Christian		Atheism	Unwin Books	1967	Lending	6			P/208
103588	Russell, Bertrand	Why I Am Not a Christian		Atheism	George, Allen & Unwin	1957	Reference				H/225
103589	Russell, Bertrand	Why I Am Not A Christian		Atheism	George Allen & Unwin	1957	Reference				
104385	Russell, Bertrand	Wisdom of Bertrand Russell, The		Philosophy	Philosophical Library	1968	Reference				H/
103590	Russell, Bertrand	Wisdom of the West		Philosophy	Macdonald	1960	Lending	2			H/320
106520	Russell, D.S.	Apocalyptic: Ancient and Modern		Theology	SCM Press	1978	Lending				
103591	Ruthven, Malise	Divine Supermarket, The: Shopping for God in America		Religion / America	Vintage Books	1991	Lending		0-09-981760-8		P/317
103592	Ruthven, Malise	Satanic Affair, A: Salman Rushdie and the Rage of Islam		Islam	Chatto & Windus	1990	Lending	3	0-7011-3591-3	$12.00	H/184
103593	Ryan, Alan	Bertrand Russell: A Political Life		Politics 	Penguin Books	1988	Lending	2	0-14-012509-4		P/226
103595	Ryland Frederick	Story of Thought & Feeling The	Introduction to some fields of phsycology	Phsycology		1900	Lending				
104695	Rylands, L Gordon	Beginnings of Gnostic Christianity, The		Christian History	Watts & Co.	1940	Lending				H/300
103594	Rylands, L Gordon	Beginnings of Gnostic Christianity, The		Christian History	Watts & Co.	1940	Reference				H/300
102464	Rylands, L Gordon	Christian Tradition, The		Jesus / Historicity	Watts & Co.	1937	Reference				P/72
103596	Rylands, L Gordon	Critical Analysis of the Four Chief Pauline Epistles, A		Biblical Studies	Watts & Co.	1929	Reference				H/416
103597	Rylands, L Gordon	Did Jesus Ever Live?		Jesus	Watts & Co.	1935	Lending	2			H/120
103598	Rylands, L Gordon	Did Jesus Ever Live?		Jesus	Watts & Co.	1935	Reference				H/120
103599	Rylands, L Gordon	Evolution of Christianity, The		Christian History	Watts & Co.	1927	Reference				H/230
103600	Sacks, Oliver	Island of the Colour Blind, The		Psychology / Neurology	Picador	1996	Lending		0-330-35887-1	$10.00	P/245
103601	Sacks, Oliver	Man who mistook his wife for a hat The				1985	Lending				
104106	Sagan, Carl	Billions and Billions		Science	Headline Books	1997	Lending	1			H/246
103602	Sagan, Carl	Broca's Brain The	the romance of science	Science	Hodder & Stoughton	1979	Lending	4	0-340-24424-0		H/347
102463	Sagan, Carl	Cosmic Connection, The		Astronomy	Coronet	1974	Lending	2	0-340-19682-3		P/274
100083	Sagan, Carl	Cosmic Connection, The		Astronomy	Anchor Press / Doubleday	1973	Reference		0-340-19682-3		H/274
103604	Sagan, Carl	Cosmos		Astronomy	Macdonald Futura Publishers	1980	Lending	4	0-354-04531-8		H/365
103603	Sagan, Carl	Cosmos		Astronomy	Macdonald Futura Publishers	1980	Lending	4	0-354-04531-8		H/365
103606	Sagan, Carl	Demon-Haunted World, The: Science as a Candle in the Dark		Science	Headline Books	1997	Lending	8	0-7472-5156-8		P/436
103605	Sagan, Carl	Demon-Haunted World, The: Science as a Candle in the Dark		Science	Headline Books	1997	Reference		0-7472-5156-8		H/436
103607	Sagan, Carl	Dragons of Eden, The			Book Club Associates	1978	Lending	4			H/263
101062	Sagan, Carl	Dragons of Eden, The			Book Club Associates	1997	Reference				
104404	Sagan, Carl	Pale Blue Dot		Science	Headline Books	1995	Lending	6	0-7472-7772-9		P/429
102487	Sagan, Carl & Druyan, Ann	Comet		Astronomy / Comets	Headline Books	1997	Lending		0-7472-7664-1		P/398
103608	Sagan, Carl & Druyan, Ann	Shadows of Forgotten Ancestors: A search for Who we Are		Anthropology	Random House	1992	Lending	3	0-09-182589-X		H/595
103609	Sagan, Carl Ed.	Communication with Extraterrestrial Intelligence		Extraterrestrials	MIT Press	1973	Lending	1	0-262-19106-7		H/428
103610	Sakharov D Andrei	Sakharov Speaks				1974	Lending				
104409	Saladin [Ross, William Stewart]	Did Jesus Christ Rise From the Dead?		Jesus	W Stewart	1880	Reference				H/64
103611	Saladin [Ross, William Stewart]	God and His Book		Biblical Studies	W Stewart	1880	Reference				H/332
106498	Salvan Jacques	To Be And Not To Be	an analysis of Jean- Paul Satre's Ontology	Philosophy	Wayne State University Press	1962	Lending				
106335	Sandars, N.K.	Epic of Gilgamesh, The		Myths / Ancient History	Penguin	1978	Lending				
103612	Sandars, N.K.	Epic of Gilgamesh, The		Myths / Ancient History	Penguin	1978	Lending				127/P
104918	Sangharakshita	A survey of Buddhism: Its Doctrines and Methods through the ages		Buddhism  	Tharpa Publications	1987	Lending		0-948006-01-3		
103613	Santayana, George	Obiter Scripta		Philosophy	Constable & Co.	1936	Reference				H/237
106038	Santayana, George	The life of reason		Philosophy	Constable and Company	1954	Lending				
103617	Santillana de Giprgio	Age of Adventure The				1956	Lending				
104408	Sartre, Jean-Paul	Being and Nothingness		Philosophy	Washington Square Press	1974	Lending	1			P/811
103618	Sartre, Jean-Paul	Existential Psychoanalysis		Psychology	Gateway	1969	Lending	3			P/210
103619	Sartre, Jean-Paul	Existentialism and Humanism		Philosophy	Eyre Methuen Ltd.	1973	Lending	3			P/70
106535	Sartre, Jean-Paul	Words		Philosophy	Penguin	1964	Lending				
103620	Satel, Sally	Politically Correct M.D.		Medical Care / Political Correctness	Basic Books	2000	Lending		0-465-07183-X	$27.95	P/285
101428	Saul, John Ralston	Voltaire's Bastards		Social Scince	Penguin Books	1992	Lending	1	0-14-015373-X	$24.95	P/640
106523	Sautet, Marc	Nietzsche for beginners		Philosophy / Biography	Writers and Readers Publishing	1990	Lending		0-86316-118-9		
103621	Sayle, Murray et.al.	Lure of Fundamentalism, The		Fundamentalism	Griffith University	2004	Lending		0-7333-1548-8		267/P
103622	Sell Rev' Edward	Historical Development of the Quran  1st Edition		Quran / Koran		1905	Reference				
104410	Seymour-Jones Carole	Beatrice Webb :  Woman of Conflict : 				1992	Lending				
104514	Schilpp, Arthur (ed.)	Philosophy of Bertrand Russell, The		Philosophy / Russell, Bertrand	Northwestern University	1944	Reference				H/815
103623	Schmidt, Werner H.	Faith of the old Testament, The		Old Testament / History	The Westminster Press	1983	Lending		0-664-24456-4	$39.95	P/302
103626	Schnabel, Jim	Round in Circles: Poltergeists, Pranksters, and the Secret History of Cropwatchers		Paramormal	Prometheus Books	1994	Lending		0-87975-934-8		H/293
103627	Schneider, Louis	Sociological Approach to Religion		Sociology	John Wiley & Sons	1970	Lending				H/188
103628	Schoenman, Ralph (ed.)	Bertrand Russell: philosopher of the century		Biography	George Allen & Unwin	1967	Lending				H/326
103629	Schoenman, Ralph (ed.)	Bertrand Russell: Philosopher of the Century		Biography	George Allen & Unwin	1967	Reference				H/326
106157	Scholder, Klaus	The Birth of Modern Critical Theology	Origins and problems of biblical criticism the seventeenth century	Theology	SCM Press	1990	Lending		0-334-02442-0		
106094	Scholes, Percy A.	The mirror of music (Volume 1 (1844 – 1944))		Music  	Novello & company limited / Oxford University Press	1947	Reference				
106095	Scholes, Percy A.	The mirror of music (Volume 2 (1844 – 1944))		Music  	Novello & company limited / Oxford University Press	1947	Reference				
103630	Schom, Alan	Emile Zola: A Biography		Biography / Zola, Emile	Macdonald / Queen Anne Press	1987	Lending		0-356-14430-5		H/303
103631	Schonfield, H J	Passover Plot, The		Jesus	Hutchinson	1974	Lending		0-356-08133-8		H/287
103631	Schooland, Ken & Pearson, Kerry	Philosophy of Liberty, The		Libertarianism	ISIL	2004	Lending				DVD
102530	Schwartz Joseph	Cassandra's Daughter				1999	Lending				
102879	Schoeck Helmut	Envy	Theory of Social behaviour A	Sociology	Liberty Fund Inc	1966	Lending		0-86597-0637-7		
106389	Schopenhauer, Arthur	The world as will and idea		Philosophy	J.M. Dent & Sons	1995	Lending		0-460-87505-1		
106528	Schopenhauer, Arthur	Essays and Aphorisms		Philosophy	Penguin	1970	Lending		0-14-044227-8		
104456	Scopes John Thomas	Worlds Most Famous Court Trial	Scopes case at Dayton	Evolution / Law		1925	Lending				
102815	Scopes John THomas	Worlds Most Famous Court Trial	Scopes case at Dayton	Evolution / Law		1925	Reference				
106478	Scott G Ryley	History of Prostitution The		Prostitution History	Random House U. K	1996	Lending		1-85958-492-6		
102803	Scott G Ryley	Scotts Encyclopedia of Sex				1939	Lending				
106119	Scott, Sir Walter	Letters on Demonology and Witchcraft		Witchcraft	Wordsworth	2001	Lending		1-84022-511-4		
104513	Scott, Sir Walter	Letters on Dez Josephmonology and Witchcraft		Witchcraft	John Murray	1831	Lending				H/396
103636	Scott, Sir Walter	Letters on Demonology and Witchcraft		Witchcraft	George Routledge & Sons	1884	Reference				H/320
103637	Scott, Stuart C.	Travesty of Waitangi, The: Towards Anarchy		Treaty of Waitangi	Caxton Press	1995	Lending		0-473-03094-2	$19.95	P/184
103638	Scrase, Leslie	Coping With Death		Death	R. L. Scrase	1990	Lending				P/
103639	Scruton, Roger	Kant		Philosophy / Kant	Oxford University Press	1989	Lending		0-19-287577-9	$6.60	P/99
103640	Sebald, Hans	Witch-Children: From Salem Witch-Hunts to Modern Courtrooms		Witchcraft / Abused Children	Prometheus Books	1995	Lending	3	0-87975-965-8	$59.95	H/247
102763	Selkirk, D & Burrows, F (eds.)	Confronting Creationism: Defending Darwin		Creationism / Evolution	Prometheus Books	1988	Lending	3	0-86840-178-1	$26.95	H/157
103645	Seltzer, David	Omen, The		Fiction	Futura Publications Ltd	1976	Lending		0-8600-7371-8		P/192
106398	Seneca, Lucius Annaeus	Letters from a Stoic	Selected and Translated with an introduction by Robin Campbell	Philosophy	Penguin Books	2004	Lending		0-140-44210-3		
103646	Seward, A C	Darwin and Modern Science		Evolution	Cambridge University Press	1910	Reference				H/595
103647	Sewell, Arthur	Eighteen-Fourty (1840) and After		NZ History	Auckland University College	1940	Reference				H/242
103648	Shaffer, Butler D.	Violence as a product of Imposed Order		Sociology	Institute for Humane Studies	1976	Lending			$2.90	P/42
102439	Shahan Robert W & J. I. Biro	Spinoza New Perspectives				1978	Lending				
104155	Shaikh, Anwar	Islam: Sex & Violence		Islam	A. Ghosh	1999	Lending		1-880628-22-8	$US 7.00	P/192
102438	Shaikh, Anwar	Islam: Sex & Violence		Islam	A. Ghosh	1999	Reference		1-880628-22-8	$US 7.00	P/192
100149	Shaikh, Anwar	Islam: The Arab Imperialism		Islam	Principality Publishers	1998	Lending	1	0-9513349-8-0		P/153
100362	Shaikh, Anwar	Islam: The Arab Imperialism		Islam	Principality Publishers	1998	Reference		0-9513349-8-0		P/153
103649	Shakespeare, William	Plays and Sonnets of William Shakespeare, Vol. I		Plays	Encyclopedia Brittanica	1952	Reference				H/626
103650	Shakespeare, William	Plays and Sonnets of William Shakespeare, Vol. II		Plays	Encyclopedia Brittanica	1952	Reference				H/609
103651	Shand, John	Philosophy and Philosophers		Philosophy / History	Penguin Books	1994	Lending		0-14-012493-4	$12.00	P/348
106538	Shanks, Edward	Edgar Allan Poe		Biography	MacMillan and Co. Ltd.	1937	Lending				
103652	Shanks, Hershel	Mystery and Meaning of the Dead Sea Scrolls, The		Dead Sea Scrolls	Random House	1998	Lending		0-679-45757-7	$14.00	P/246
100720	Shapiro, Robert	Planetary Dreams: The Quest to Discover Life Beyond Earth		Life / Other Planets	John Wiley & Sons	1999	Lending	1	0-471-17936-1	$US 19.57	H/306
103653	Sharma, Dr S.K.	Miracles of Urine Therapy		Urine Therapy	Diamond Pocket Books	1997	Lending				P/122
106191	Shaw, George Bernard	The Quintessence of G.B.S.: The Wit and Wisdom of Bernard Shaw	Selected and with Introduction by S. Winsten	Philosophy	Hutchinson		Lending				
103654	Shaw, George Bernard	Back to Methuselah		Evolution	Oxford University Press	1945	Reference				H/300
103655	Shaw, George Bernard	Intelligent Womans Guide to Socialism Capitalism The		Politics		1928	Lending				
106396	Shaw, George Bernard	Bernard Shaw: Collected Letters 1874-1897	Edited by Dan H. Laurence	Biography	Dodd, Mead & Company	1965	Lending				
106417	Shaw, George Bernard	Short stories scraps and shavings		Literature	Constable and Company	1934	Lending				
106509	Shaw, George Bernard	Man and Superman		Philosophy	Penguin	1946	Lending				
104412	Shaw, Ian (Ed.)	Oxford History of Ancient Egypt, The		Ancient History / Egypt	Oxford University Press	2000	Lending		0-19-815034-2	$38.50	H/512
103656	Sheaffer, Robert	Making of the Messiah, The: Christianity and Resentment		Christianity / Origin	Prometheus Books	1991	Lending	5	0-87975-691-8		H/192
103657	Sheaffer, Robert	Resentment Against Achievement		Success / Resentment	Prometheus Books	1988	Lending	3	0-87975-447-8		H/198
103658	Sheldrake, Rupert	Presence of the Past, The		Science / Morphogenesis	Times Books	1988	Lending		0-8129-1666-2	$16.00	H/391
106378	Sheldrake, Rupert	Presence of the Past, The		Science / Morphogenesis	Vintage Books	1989	Lending		0-394-75990-7		
103659	Shelley, Mary	Frankenstein		Fiction	Oxford University Press	1980	Lending		0-19-281532-6		P/239
100202	Shelley, P. B.	Complete Poetical Works of Percy Bysshe Shelley		Poetry	Oxford University Press	1934	Lending				H/918
103660	Shelly Percy Bysshe	Life Death & Immortality & Other Essays		Essays			Lending				
104745	Shelley, Percy Bysshe	Necessity of Atheism & Other Essays		Christianity / Atheism	Prometheus Books	1993	Lending		0-87975-774-4		H/88
103661	Shelley Percy Bysshe	Works of Percy Bysshe Shelly				1994	Lending				
106336	Shepherd, Ettrick	The tales of James Hogg		Literature	Sands & Co.	1947	Lending				
106047	Sherine, Ariane [Ed]	The Atheist's guide to Christmas		Atheism	The Friday Project	2009	Lending		978-0-00-732261-9		
104511	Shermer, Michael	Borderlands of Science, The: Where Sense Meets Nonsense		Science / Skepticism	Oxford University Press	2001	Lending		0-19-514326-4		360
106120	Shermer, Michael	The Believing brain: From Ghosts and Gods to Politics and Conspiracies	How we construct beliefs and Reinforce them as truths	Science / Skepticism	Times Books	2011	Lending		978-0-8050-9125-0		
104765	Shermer, Michael	How We Believe	a skeptical search for god	Science / Skepticism	W H Freeman & Company U.S.A	2000	Lending				
104763	Shermer, Michael	Why People Believe Weird Things		Pseudoscience / Beliefs	MJF Books	1997	Lending	6	1-56731-359-0	$US9.00	H/306
103662	Sherrington, Sir Charles	Life's Unfolding		Evolution	Watts & Co.	1943	Lending				H/124
103661	Sherrington, Sir Charles	Life's Unfolding		Evolution	Watts & Co.	1943	Reference				H/124
103663	Shirer, William L.	Rise and Fall of the Third Reich, The		History, Nazi Germany	Mandarin	1960	Lending		0-7493-0697-1	$39.95	P/1244
102770	Shibles Warren	Death				1974	Lending				
104413	Shotwell James T	Religious Revolution of today The		Religion / Revolution		1915	Lending				
104509	Shotwell James T	Religious Revolution of today The		Religion / Revolution		1915	Reference				
104512	Shreeve James	Neandertal Enigma	solving mystery of modern human origins	Science	William Morrow & Co	1995	Lending		0-67086638-5		
103665	Sidahamed, A and Ehteshami, A. (Eds.)	Islamic Fundamentalism		Islam / Politics	Westview Press	1996	Lending		0-8133-2430-0	$16.00	P/284
103667	Silver Brian	Ascent of Science The		Science		1998	Lending				
106145	Silverman, Harold M.; Simon, Gilbert, I. (Ed.)	The Pill Book (5th Edition)		Medical History	Bantam Books	1979	Lending		0-553-29463-6		
104510	Simon, Julian	Hoodwinking the Nation		Environment	Transaction Publishers	2000	Lending		1-56000-464-7		140
	Simon, Julian	State of Humanity, The		Environment / Humanity	Basic Books	1998	Lending		1-55786-585-X		694
103666	Simon, Julian L.	Great Breakthrough and Its Cause, The		Economics / Population	University of Michigan Press	2000	Lending		0-472-11097-7	$74.95	H/214
102521	Simon, Julian L.	Ultimate Resource 2, The		Environmentalism	Princeton	1998	Lending		0-691-00381-5	NZ54.95	P/734
103667	Simpson, John	Behind Iranian Lines		Islam	Fontana London	1988	Lending		0-00-637453-0		P/398
103668	Sinclair, David	Pound, The A Biography: The Story of the Currency that Ruled the World		History / Pound Sterling	Arrow Books	2000	Lending		0-09-940606-3	$10.00	P/298
103669	Singer, Peter	Hegel		Philosophy / Hegel	Oxford University Press	1989	Lending		0-19-287564-7	$6.60	P/97
103672	Singh, Simon	Code Book, The: The Science of Secrecy From Ancient Egypt to Quantum Cryptography		Espionage / Codes	Fourth Estate	1999	Lending		1-85702-879-1	$25.00	H/402
103673	Singh, Simon	Fermat's Last Theorem		Mathematics / History	Fourth Estats	1998	Lending		1-85702-669-1	$13.20	P/362
106554	Singh, Simon	Big Bang		Cosmology	Harper Perennial	2005	Lending		0-00-715252-3		
104842	Singh, Simon	Big Bang		Cosmology	Harper Perennial	2005	Lending		0-00-715252-3		
101426	Skinner, B F	About Behaviourism		Psychology	Penguin Books	1993	Lending	1	0-14-015907-X	$9.00	P/291
103674	Skrabanek, P. & McCormick, J.	Follies and Fallacies in Medecine		Medicine / Fallacies	The Tarragon Press	1989	Lending		1-870781-02-3		P/170
103675	Smart, Ninian	Religious Experience of Mankind, The		Religious Studies	Collins	1973	Lending			$8.00	P/735
103678	Smart, Ninian	Religious Experience of Mankind, The		Religious Studies	Collins	1969	Reference				
104426	Smart, Ninian	World's Religions, The		Religious Studies	Cambridge University Press	1995	Lending		0-521-42906-4	$16.00	P/576
103679	Smart, Ninian	World's Religions, The		Religious Studies	Cambridge University Press	1989	Lending		0-521-34005-5		H/576
104973	Smart, Ninian	World's Religions, The		Religious Studies	Cambridge University Press	1995	Lending		0-521-42906-4		
103681	Smith  Sir Arthur Woodward,	Earliest Englishman, The		Anthropology	Watts & Co.	1948	Lending				H/118
103680	Smith  Sir Arthur Woodward,	Earliest Englishman, The		Anthropology	Watts & Co.	1948	Reference				H/118
103682	Smith, Adam	Inquiry into the Nature & Causes of the Wealth of Nations, An		Economics	Encyclopedia Brittanica	1952	Reference				H/468
103683	Smith Adam	Wealth of Nations The				1776	Reference				
104873	Smith, C. Ryder	The Bible Doctrine of the Hereafter		Theology	The Epworth Press	1958	Lending				
104415	Smith C. U. M.	Brain The	towards an understanding			1970	Lending				
104671	Smith, David C	H G Wells: Desperately Mortal		Biography / Wells, H.G.	Yale University Press	1986	Lending		0-300-04385-6		P/364
102892	Smith, Frank	Robert G. Ingersoll : A Life		Ingersoll, Robert 1833-1899	Prometheus Books	1990	Lending	1	0-87975-588-1	$69.95	H/417
106456	Smith George Adam	Historical Geography of the Holy Land The		Theology	Hodder & Stoughton	1966	Lending				
103684	Smith G. Elliot	Diffusion of Culture The				1933	Reference				
101154	Smith G. Elliot	Evolution of Man The		Evolution		1924	Reference				
101155	Smith, G. Elliot	Search for Man's Ancestors, The		Anthropology	Watts & Co.	1931	Reference				P/56
103685	Smith G. Elliot	Search for Man's Ancestors, The		Anthropology	Watts & Co.	1931	Lending				
101154	Smith, George D. (Ed.)	Religion, Feminism, and Freedom of Conscience: A Mormon / Humanist Dialogue		Humism / Mormonism	Prometheus Books	1994	Lending	1	0-87975-887-2		H/162
103686	Smith, George H	Atheism, Ayn Rand, and Other Heresies		Atheism / Rand, Ayn	Prometheus Books	1991	Lending	3	0-87975-577-6		H/324
101298	Smith, George H	Atheism: The Case Against God		Atheism	Prometheus Books	1979	Lending	11	0-87975-124-X		P/355
101297	Smith, George H	Atheism: The Case Against God		Atheism	Prometheus Books	1979	Reference		0-87975-124-X		P/355
101297	Smith, George H.	Origins of Classical Liberalism		Liberalism / History	Aristotle's Books	2004	Lending				DVD
103687	Smith, Homer W.	Man and His Gods		Religious Anthropology	Jonathan Cape	1952	Lending				H/501
104418	Smith, Homer W.	Man and His Gods		Religious Anthropology	Little, Brown and Company	1952	Reference				H/501
106359	Smith, Huston	Islam: A concise introduction		Religion	Harper San Francisco	2001	Lending		0-06-009557-1		
103689	Smith, Huston	World's Religions, The		Religion	Harper San Francisco	1991	Lending	2	0-06-250811-3		P/399
103690	Smith, John Maynard	Did Darwin Get it Right?: Essays on Games, Sex, and Evolution		Evolution / Philosophy	Penguin Books	1993	Lending		0-14-023013-0		P/264
103691	Smith, John Maynard	Theory of Evolution, The		Evolution	Pelican Boks	1979	Lending				P/344
103692	Smith, Joseph	Book of Mormon, The: Another Testament of Jesus Christ		Fiction	Church of Jesus Christ of Latter-Day Saints	1987	Reference				P/777
103693	Smith, M & Hoffman, R. J (Eds.)	What the Bible Really Says		Bible	Prometheus Books	1989	Lending	3	0-87975-468-0		H/256
103694	Smith Morton	What the Bible really Says		Bible		1989	Lending				
104417	Smith, Ronald Gregor	Secular Christianity	a book about faith	Theology	Collins	1966	Lending				H/222
104793	Smith Ronald Gregor	Secular Christianity	a book about faith	Theology	Collins	1966	Reference				
102889	Smith Riley Jonathan	Crusades The		Christianity /Crusades		1986	Lending				
103484	Smith S Warren :Editor	Religious Speeches of Bernard Shaw The		Religious Speeches		1963	Lending				
101411	Smith, Warren Allen	Who's Who In Hell		Freethought	Barricade Books	2000	Reference			$US 125	H/1237
